epoch,loss,vote_loss,objectness_loss,box_loss,sem_cls_loss,obj_acc,pos_ratio,neg_ratio,TP,FP,TN,FN,epoch_time_sec,estimated_finish_time_sec
27,107.0782388779884,9.08192345312024,0.04113250807646014,1.4520161949245185,0.9161922984277192,0.950466158029031,0.03737479124037073,0.9549934927178623,213414,312414,7811100,104520,2481.7354357242584,340480.3737923569
28,106.9188279458176,9.044351223976381,0.041553419577267214,1.471435644948603,0.9298908289344368,0.9510775005438606,0.037479641234352434,0.9550597880055368,212301,305390,7818746,106476,2437.018317937851,337974.3938160113
29,107.15027196716103,9.053950708648248,0.041159826009787646,1.4867688360900677,0.9198802428918214,0.9507928289469469,0.036951159650337025,0.9556256488474963,209952,309823,7819057,104388,2485.5996091365814,335561.13250425766
30,106.03785058886143,8.98409085338025,0.04073438340987244,1.4466495571167468,0.9157585897408946,0.9518679658495353,0.037241612940840156,0.9554771897192466,212805,301325,7826292,104003,2473.3516807556152,332999.542386055
31,106.19921859388576,9.019839741515609,0.04134587498541364,1.4273278094795845,0.9006254382585756,0.951279284478267,0.0382254632206909,0.9542065300388181,219396,304375,7812439,105777,2416.104977607727,330290.036801915
32,105.49524211470302,8.947133171082003,0.04072110648466508,1.4308332359211113,0.9011558953477146,0.9512152215954657,0.03758507895251565,0.954913679774013,216121,307049,7815848,103546,2410.6315066814423,327408.2777712345
33,106.03339475981593,8.995196031904243,0.040865121822495715,1.4365741953892264,0.8983900390841608,0.9512922002767564,0.03810133587355561,0.9543980105771546,220286,306229,7812235,103816,2504.0610435009003,324846.7616525563
34,106.18246851073015,9.011283124072884,0.04099766059330681,1.435252441069112,0.8971596068783798,0.9501722608269207,0.03806242853273953,0.954459251436868,220142,315849,7803121,103642,2409.4337589740753,322030.80861461867
35,105.51304388069222,8.966482512871693,0.04111368385523371,1.4135967353300574,0.8899777900386328,0.95068341443386,0.038628054285026484,0.9539220715349663,224035,310625,7803760,104573,2469.751350402832,319361.4905223506
36,105.49999051743765,8.97272285722917,0.041852030405603424,1.4067754136666577,0.8679673447487557,0.9483803295004408,0.0395258617447039,0.9526157957691381,230393,328597,7774680,105853,2479.130745410919,316716.10588896275
37,105.82277019171974,8.965551747917612,0.04182891065876287,1.4422134137033096,0.9085404158793623,0.9497680184240805,0.038232633455705343,0.9541595121042971,219588,317186,7799215,105660,2468.011343240738,314097.93357836234
38,105.16372347957076,8.908496388346746,0.04123226478027756,1.4350424629883176,0.9036896471140415,0.9496415656205262,0.037872828711783824,0.9545110887096774,218097,319828,7799574,104081,2474.4537518024445,311564.3268366362
39,104.90044852042348,8.894505578448811,0.04085932391573266,1.4233739833218808,0.9044662740657292,0.9512162001648372,0.037490807993801153,0.9550066577395282,215361,307137,7816631,103438,2471.4469652175903,308861.641332773
40,104.64963000108831,8.898450258464612,0.040721257802836155,1.395948804107835,0.8912143512240212,0.9510485020519508,0.037945236330946076,0.9546409757537915,219814,309205,7811301,102979,2481.785576581955,306217.92085438967
41,104.60876257303649,8.895267486113106,0.04062162083853888,1.3954254583952,0.8894005462197254,0.9511942386799382,0.03789081307173808,0.954689756860857,219464,307951,7813120,102729,2465.540869951248,303515.04127410566
42,105.226300184923,8.9092059192258,0.039824463545219665,1.4421730709150542,0.916021157197787,0.9509709186288791,0.03631535963077756,0.9564857244147208,208969,313003,7823392,99792,2465.566787481308,300780.98070144653
43,104.8114223838369,8.883620189484002,0.04057943252945246,1.4265030610142388,0.8986012607662219,0.9508177597733949,0.037375261419715936,0.9551914382221954,216005,312143,7813049,101939,2483.228103160858,298155.2421387351
44,104.82011242491383,8.90776615327634,0.03980208138388671,1.4055513401816657,0.8908958851602368,0.9515313351160067,0.03725230952094367,0.9553491833925133,216782,307922,7818748,100000,2462.9365062713623,295403.94628316705
45,104.21824056986266,8.858571355137391,0.03921908226297324,1.3964898085502346,0.8832473368901844,0.9515792696907592,0.036782600355079444,0.955866145582571,215378,310213,7820718,97523,2483.951840162277,292796.32095917064
46,104.89848363726657,8.867027343610875,0.03889418761104661,1.453695233260202,0.9133741448798831,0.9521749291244355,0.03531822678442465,0.9575766580404429,203511,305868,7839604,96943,2478.8316946029663,290154.8344578121
47,104.78601202507919,8.87707608034247,0.039343543886532134,1.4323704307275607,0.9046761496140513,0.9524731294834448,0.03607239445414059,0.956752081013782,207265,300649,7837818,99594,2470.4850194454193,287416.4622418931
48,104.31243727513673,8.834014345087796,0.040611260216799734,1.42657712786371,0.8942973194648339,0.950629029930585,0.037338469885953296,0.9551750994899495,214384,312396,7812667,103237,2467.8358583450317,284647.18934187293
49,104.86313695544857,8.84620015510413,0.040225556011539945,1.4669878466461046,0.9267457998898033,0.9514410665216616,0.03621956058919114,0.9565027684159846,206887,307615,7828734,101227,2474.1324322223663,281895.62940956623
50,104.79743879554245,8.8266383660316,0.04071962579700972,1.478789406796746,0.928768492761603,0.9499324961356033,0.0363770706698363,0.9561596550388181,206602,318694,7814735,102850,2481.902323961258,279263.75145053864
51,104.5912252177283,8.856199279965606,0.04078767319054279,1.4319240578132348,0.8942382612162963,0.9514126463411632,0.037870360270221476,0.9546843497983871,219469,306365,7814532,102666,2474.9577724933624,276513.95771493635
52,105.001641554045,8.848199682506621,0.04107865112998241,1.4763294911378844,0.9347768195500785,0.9500801170107603,0.03654492469607607,0.9559902729297063,206892,316279,7815700,103993,2434.067608356476,273758.5891226255
53,104.6691234746574,8.864518264881625,0.04080947562330257,1.4306052900531514,0.9016983537402472,0.9493529212032882,0.03760376858148772,0.9549748030888903,218222,324635,7798713,101666,2397.9609768390656,270855.8909281245
54,104.15780022354383,8.803034206164474,0.04077080203346697,1.4390497579273835,0.9215445329951276,0.9498120211584957,0.0370791659770703,0.9556433981177781,212985,320163,7808873,102440,2475.1301498413086,268205.3578898112
55,104.71866769381998,8.832943115087444,0.04079537957747093,1.4630787604751643,0.9425413441460008,0.9494406773628498,0.03614162836272268,0.9564887805804646,204365,322376,7813889,103056,2487.6641285419464,265534.46842375665
56,105.25823793149534,8.864099608658023,0.04130392016409809,1.4847317010551677,0.9438466150197032,0.9484503277948285,0.036888273162915264,0.9554856529474602,210094,330087,7797632,103688,2480.9754333496094,262793.90217644826
57,104.45988800184739,8.812019747613311,0.04102794152918125,1.4593028198455926,0.9261035968046896,0.9498948954766796,0.036350387991995664,0.9562254801471474,205314,317946,7816048,103906,2481.6944925785065,260090.46930869002
58,104.97033830715247,8.836365383981109,0.04046650448424825,1.4849238998481271,0.9481152798415493,0.9513374256525237,0.03522301546701974,0.9574840327094367,196686,306654,7838071,102921,2413.2785675525665,257302.22590535262
59,104.83452444577021,8.81161947662462,0.04144847268650293,1.4934136437635095,0.9552237657569151,0.949440350756946,0.035396746735074626,0.9572876152879755,195538,320078,7822960,105566,2470.9676599502563,254586.3537312928
60,104.23835962852952,8.77289405601439,0.041522760975067435,1.4737490259458885,0.9414737470157455,0.949425634120483,0.035909829945534426,0.9566276010321377,200003,320186,7817225,105472,2470.1870250701904,251822.00392842293
61,104.40480790576741,8.830382688147665,0.04069550026662838,1.4383032822700779,0.9040381194351955,0.9505204862996139,0.0372537200589793,0.9552590265030694,213375,312720,7813072,103513,2413.105137348175,249001.6186206888
62,103.70962987706015,8.770509574467251,0.04084216008482068,1.4271120259436956,0.916570564413593,0.9515386055195395,0.03676026683618199,0.9558148960339432,208066,303289,7827224,104632,2469.4865067005157,246258.9337856231
63,104.03837611345816,8.77280820495071,0.041319011813715695,1.4566235069219573,0.9176788214642553,0.9494327793600011,0.036728529730380356,0.9557855098248677,206644,319796,7810448,105799,2416.58873295784,243470.71207124848
64,104.09744686775042,8.78460179238464,0.04142138584560437,1.4515052030421705,0.9079492875716981,0.9478954119813172,0.03669467681752528,0.9555685220570534,206883,333167,7795239,105265,2453.5466661453247,240663.69173699617
65,104.08534245497916,8.767159131495035,0.04100147757112449,1.4665113807757657,0.9286077309885906,0.9511311240476316,0.035962607577034185,0.9565295686386616,200657,306008,7830594,105248,2474.99578499794,237945.04214765475
66,105.31481270567407,8.837598091372517,0.041019004424356846,1.5167340231475546,0.9511114322097473,0.9497558673988126,0.03515883598639865,0.9574186777804525,195172,319040,7825101,103917,2462.4045357704163,235138.35805116998
67,105.43660851975847,8.811403877326486,0.041620369078022,1.5498733116734413,0.9914292332303312,0.9492627426329059,0.034426649201071254,0.9583421100144439,186729,321024,7830961,106140,2455.4104239940643,232376.30446523696
68,105.12105466726025,8.792403298096986,0.041490015707646405,1.5387211312137663,0.9800101038127721,0.9497404410452239,0.03407072343674771,0.9586398510847978,183899,317240,7837287,105934,2456.149201154709,229631.17793990584
69,104.62418528571976,8.750729423448565,0.041542126685040155,1.5300649634249002,0.9853989759430497,0.9498581820574298,0.03372490652834617,0.958964157288156,180260,315537,7841773,106606,2466.4916667938232,226832.14382858897
70,105.24890387052518,8.794392821532806,0.04151066520050003,1.5482576410530506,0.9921858203514413,0.9479404407937652,0.03415700134659364,0.9586119929585941,184588,332407,7821881,105978,2476.358522415161,224109.76310103282
71,103.64221732296161,8.708490326448192,0.040533157518168494,1.4794317201375387,0.9523336788281604,0.9483480931447571,0.03426984438944391,0.9584554232366393,190676,334035,7818926,100849,2383.8455924987793,221216.98365805185
72,102.46042446454213,8.613507366318167,0.04029561694532984,1.4571020531149284,0.9484178673083185,0.9506578994560655,0.03401900370877468,0.9587558678382282,187511,313419,7842148,101839,2450.12682557106,218459.7959209283
73,101.80126777083241,8.561826549474011,0.04016229814567752,1.4435562497299912,0.9441937311343063,0.9503135965544269,0.03435847319601589,0.958465414547725,190770,316823,7836218,101510,2465.292803287506,215688.44199279565
74,101.7193784782619,8.550137597721358,0.04032716999923632,1.446858655777928,0.9428725456375024,0.9498068126681681,0.03454431158220992,0.9582782831683317,192936,321691,7829770,100917,2458.541449069977,212884.85972199572
75,101.54811292619847,8.545632288383645,0.040392683423449344,1.4348844017297187,0.9350925096538013,0.9500658739829901,0.03468395484773712,0.9580549479793572,193042,318184,7831435,101941,2456.4391169548035,210124.46746325493
76,101.54341384270585,8.559884154658853,0.04017541880710844,1.4210987418789558,0.9300763162142621,0.9500016068889937,0.03480549620847376,0.9579564454065359,195074,319922,7828784,101018,2463.0698149204254,207350.52683637646
77,101.51989135136097,8.559744361908205,0.04001825126013541,1.4198321762082664,0.9237608731108672,0.9503598737068112,0.03495360270221473,0.957711952147027,196931,317421,7829229,100398,2472.531562566757,204553.95796166456
78,101.52464159348864,8.56630326086475,0.040089300464610955,1.4135326835531767,0.9244961976273219,0.9504213809507881,0.03499721183648291,0.9577157135817886,196117,315750,7830929,101586,2456.51775598526,201766.43691774516
79,101.38223692885258,8.55344263879967,0.040134883601869537,1.4119608839314661,0.925503869795231,0.9506350043133354,0.035106528534244105,0.9576590569706909,197034,313948,7832254,101596,2459.321535587311,198956.25358818754
80,101.21232090813642,8.530736277524703,0.04017122683967708,1.4173080545953678,0.928452992201081,0.9504741866197159,0.034912932188854114,0.9578274987211122,195438,315394,7832221,101559,2467.4553124904633,196156.40645256639
81,101.17078990321005,8.523859332316071,0.040171798725097255,1.4202620198104492,0.9261404000972404,0.9515407588628834,0.03505915796521425,0.9577669631304164,195675,305391,7841707,102566,2449.8826971054077,193361.25647615502
82,101.0193994436691,8.523270417304353,0.03993005586741425,1.407175568251238,0.9163385378658685,0.9511154337634131,0.03503717708082571,0.957832082969728,196962,310445,7837209,101091,2481.6037170886993,190586.61918050487
83,101.1519427669123,8.527827751309355,0.03983243436924306,1.4157843652988893,0.9191728618765428,0.9514701650242536,0.03483840876263842,0.9579759578493621,195472,307498,7841439,100842,2464.8674285411835,187788.63831433616
84,100.99239355058812,8.51031362143743,0.03979820720573415,1.4164147052158802,0.9291461821632944,0.9507638467265025,0.034592622509930185,0.9582706427539721,193808,314093,7837296,100459,2455.5498576164246,185002.7314092602
85,100.89301994757177,8.49485966719626,0.03965516075232731,1.422782239772749,0.9234975822445689,0.9514067597583216,0.03446532145221473,0.9583799594517333,192727,308539,7843850,100405,2461.4462084770203,182232.0803198674
86,100.90894900024884,8.496859325057448,0.03973582217050111,1.422359585432003,0.9220434942165704,0.951030055705779,0.034627533326311986,0.9581983526796461,194177,311885,7838901,100382,2462.863443136215,179434.7428326274
87,101.01668138003545,8.508330160571683,0.03975018909645837,1.4219783698932793,0.9185922413734386,0.951744649464199,0.03465609672153346,0.9581961193277564,193593,304950,7845844,101182,2458.0973072052,176625.88218927383
88,100.67259405574147,8.47642940710414,0.03973542337611203,1.4193354173526205,0.9202372932346555,0.9513309630397196,0.03463070703689215,0.9582182177569812,194145,309301,7841643,100443,2393.5746099948883,173768.4015258876
89,100.56831877427888,8.473994027035824,0.03973317096798134,1.4115655065572887,0.9180599813549979,0.9506995878399824,0.0345634713905272,0.9582720532920077,193894,314707,7836714,100122,2453.8251326084137,170961.57282165193
90,101.14942368005524,8.532254974774345,0.0397217216458464,1.4108813057797542,0.9236263497752758,0.9515566068396983,0.03453643607817766,0.9583082571015888,193054,307039,7844664,100743,2459.499406337738,168169.7007797559
91,100.53108530866452,8.471009006337242,0.03966142593012637,1.4096521563580475,0.9312450901735673,0.9521290431185646,0.03415700134659364,0.9587264816291526,189917,302346,7852954,100617,2453.473184108734,165380.17470585645
92,100.56419607740098,8.482637630441065,0.039820333476212874,1.4015927306436033,0.9254856965736409,0.9513664297260914,0.03446767234894078,0.9584319142693789,192176,308432,7844319,101036,2453.7022528648376,162597.52066615355
93,101.05751024649358,8.513146754693228,0.03985135633360324,1.419850537064676,0.9305103007608959,0.9523236018479531,0.03423634411109774,0.9586070560754695,189787,299895,7854387,101425,2443.5657098293304,159806.31845720354
94,100.89696987741661,8.504564422337436,0.03966188652070529,1.4132109393594812,0.9259786157795714,0.9515538264996856,0.03447519521846413,0.9583497504288035,192668,307110,7844976,100580,2454.714695930481,156999.88618032984
95,100.56082743615788,8.47178835328175,0.03971020711297111,1.410905921378845,0.9396804729382408,0.9521658356280411,0.034048272373013964,0.9588356807820775,188305,301405,7854794,101330,2447.6020007133484,154184.6200503048
96,101.09396841299895,8.51965804572397,0.03982775510173537,1.41684143377946,0.9324185446830225,0.9510351092010723,0.03424610033251083,0.9585903647087145,190800,311714,7842385,100530,2466.0681567192078,151386.49432218075
97,100.71435249523297,8.491143741341354,0.03994641619047072,1.4072011426686666,0.9319753506448215,0.951361245255546,0.03421189478514684,0.9585811962114829,189563,308041,7845994,101465,2461.5956978797913,148607.25198121907
98,100.63292446972144,8.483747306126038,0.039825473825743654,1.4070301570310348,0.9286403337176969,0.9512258437056351,0.03434260464311507,0.9585434643190298,191805,310283,7843415,100344,2453.302041053772,145794.03836625937
99,100.71427512777271,8.473209538078676,0.03998412432590276,1.424203101902497,0.9404661157776028,0.9519670790040728,0.033971280505235915,0.9588684757914059,187108,302505,7853956,101890,2456.7609581947327,142984.67627241396
100,100.95265007202707,8.488296035395601,0.040039212379037806,1.4330500420263654,0.9384051335721735,0.9516260826966484,0.03405062326974001,0.9587726767498195,187659,305173,7850516,101980,2460.4924693107605,140178.23752224445
101,100.56937241864193,8.466645002881666,0.03981945949320071,1.4167286071156904,0.9392470596972485,0.9504649657352532,0.033939190764925374,0.9588510791556332,188778,317064,7839249,99942,2446.4372520446777,137363.88819720957
102,101.10578304468925,8.510330663716845,0.03990617383237378,1.4265380630096565,0.9389724072120944,0.9521662887897868,0.03398315253370245,0.958830038629935,187321,300893,7855240,101775,2461.9653630256653,134580.87285131565
103,100.63699826978409,8.46888052315223,0.03990719438053858,1.4210201698854443,0.9398475349394243,0.9519049781672818,0.03405461979417429,0.9587726767498195,188238,303429,7852221,101463,2442.367877483368,131765.66976697237
104,100.47197914399031,8.45466555077466,0.040005017543452814,1.418583708797789,0.9393861479824073,0.9514647162069653,0.0340552075183558,0.9587343571331849,188546,307431,7847888,101167,2439.3209450244904,128948.66579001225
105,100.71009216437159,8.477980713833968,0.03995911243650121,1.4194737097780235,0.9363657027612126,0.9515211386754069,0.03410551670829321,0.958720016663156,188854,306848,7848355,101277,2454.5746126174927,126163.02581078667
106,99.7742498725667,8.382592432304937,0.039876575510209934,1.4212349532571158,0.9384444855228892,0.9516030866249169,0.033966578711783824,0.9588690635155874,188119,306691,7849791,100821,2454.3634881973267,123374.47946129205
107,100.45681612412403,8.4572721967114,0.03988139215340236,1.415019708797228,0.9362692154610335,0.9520981076478844,0.033919795866935484,0.9588916321241574,186647,301428,7855430,101728,2459.9478669166565,120586.97739909966
108,100.4074520171693,8.446749031055875,0.03989156709735532,1.4208502673907641,0.9336276213186948,0.951350987014945,0.033969282243018775,0.9588999778075349,187823,308467,7848271,101145,2458.4220912456512,117797.94457508458
109,100.50076254549425,8.463186998176758,0.03999598907395573,1.413276018548827,0.9362125853412876,0.9506197172142189,0.034026056398952814,0.9588402650306933,188594,314720,7841532,100837,2455.1564767360687,114987.20212697545
110,100.39208479942354,8.453729792259953,0.039909402610483896,1.4120926945095862,0.9356718373574141,0.9517133658071177,0.03409470258335339,0.9587465817961603,188477,304861,7850595,101546,2198.841758966446,112106.11349149184
111,100.6953087514217,8.476801213589091,0.03974343450864634,1.4197303072787502,0.9351248561396126,0.9521033101260921,0.03384033555759509,0.958980848654911,186965,302143,7855411,100805,2198.0589501857758,109205.90532908568
112,100.80242878781182,8.490198488584435,0.03990053148248776,1.4167858176238273,0.9345750065092634,0.9515838322584366,0.03405650051155513,0.9587901909304285,188408,306304,7849513,101293,2206.435042142868,106316.19331382429
113,100.39092859443588,8.458028477892373,0.039771439527333155,1.408135368996764,0.9338612209361622,0.9520434270584647,0.03394953471051998,0.9589522852596895,187412,302335,7854876,101368,2198.4211859703064,103430.2616968387
114,100.41972796826278,8.455509524765528,0.039875411992147385,1.4133739346673297,0.9333850839208914,0.9520627774323301,0.03409223414179104,0.9587780838122894,188471,302092,7853611,101541,2208.6578261852264,100555.9239488652
115,100.29599987502046,8.432492367166365,0.0397792822155845,1.4240863097362582,0.9346274681062898,0.9518224867594374,0.03404980045588589,0.958802062958895,189049,305026,7850870,100614,2149.902054786682,97666.9967120834
116,100.06861832857017,8.423530462876386,0.03972153035479028,1.4109106135586449,0.9297770296918927,0.9525465091002578,0.03403581262036591,0.9588416755687289,187959,297906,7858347,101568,2226.6300127506256,94807.60303848777
117,100.34658102881295,8.455934622279715,0.03967348657719716,1.4063081281312566,0.9306838001713308,0.9526492852715844,0.034129966034244105,0.9587285974362061,189332,297621,7857661,101003,2208.484917163849,91949.25295052773
118,100.21743728314448,8.44211385935387,0.03971147827793327,1.4070996673392975,0.9310724960140557,0.9529622127846794,0.03401782826041165,0.9587972436206067,187991,294444,7861459,101360,2221.943767309189,89099.86252581063
119,100.35652322268682,8.448556076493123,0.039827432469982736,1.413906336390289,0.9353502817563156,0.9516336067140705,0.03392802400547665,0.9589317149133365,187464,305970,7851139,101065,2214.9358036518097,86253.2111398172
120,100.30215680926364,8.451104163147821,0.03979925280701428,1.4065283609874328,0.9298465216266001,0.9521923954376649,0.034175926065238324,0.9586808742326673,189634,301409,7853606,100970,2212.8300704956055,83412.5943043232
121,100.43048843903557,8.456207202039892,0.039795264532654175,1.4137150370764744,0.9353607208124995,0.9515538139014963,0.03389475881680308,0.9589613362120848,187757,307138,7850122,100577,2211.155478000641,80575.98307269861
122,100.5371758649713,8.470214162701646,0.039709398642919516,1.411134501704816,0.929501151939568,0.9517295608941787,0.03411597819872412,0.9587246009117718,189262,305197,7850115,100901,2209.530741453171,77743.7436485994
123,100.49691503577124,8.465618383844253,0.039763218813589706,1.4110554306479561,0.9349125451518184,0.9515875470454611,0.03398562097526481,0.958899625173026,188320,306766,7849980,100778,2210.980288505554,74916.77246253665
124,100.58384008595849,8.470976804389824,0.03983459704330027,1.4141477102276563,0.9359029132799283,0.951822605696101,0.034059556677298986,0.9588019454140587,188731,304598,7851303,101012,2208.734459400177,72094.01055108733
125,100.26952542693901,8.442881958382486,0.03982184625436544,1.4110691453768303,0.9335774866021994,0.9517404226712671,0.034033579268476166,0.9588477879002166,188603,305417,7850887,100910,2210.128408908844,69275.57201504707
126,100.58788656143828,8.475115776722054,0.039832989725817426,1.4107249759542981,0.9328192599228958,0.9516260901723392,0.03413337483449687,0.9587268342636616,189590,306498,7848892,100669,2211.5560491085052,66461.23507408869
127,100.12196015829528,8.423189672530702,0.0397050134085664,1.4163398649839467,0.9325645522868685,0.9523990187268447,0.03391474143897448,0.9589920154143596,187312,299594,7857924,101197,2207.9407634735107,63651.00957781499
128,100.54182799067931,8.471909897914,0.0396951150239235,1.4098549408153898,0.9302772771949142,0.9517050790396457,0.03399725791405874,0.9588353281475686,188871,306207,7849981,100338,2208.6198139190674,60845.911364234984
129,100.1834429822177,8.438198227691833,0.03991656093223699,1.4072057296865883,0.9310720852635833,0.9516642170424179,0.034058381228935966,0.9587687977702215,188348,305532,7850120,101360,2211.23286151886,58043.670927241794
130,100.45755086888703,8.462837045675984,0.03983878418081294,1.4101858030418162,0.9305466809056674,0.9516928857286561,0.034214128137036594,0.9586325633049471,190215,305852,7848626,100827,2212.615841627121,55245.185853334566
131,100.50257897870611,8.467822390677094,0.0397787089248851,1.4096289607097623,0.9324912329993112,0.9513249996194026,0.03398785432715455,0.9588905742206307,188549,309186,7847541,100523,2210.724953651428,52450.753791435985
132,100.26601299162834,8.436173563630293,0.03990044239993652,1.4171191673038899,0.9350767617594122,0.9524893404258578,0.03393907322008907,0.9589341833548989,186880,298118,7858916,101831,2207.923753261566,49659.917867140335
133,100.31904829977566,8.445991936875583,0.03976121970233101,1.41284952773661,0.9354093779321467,0.951666082751022,0.03396364009087626,0.9589066778632042,188166,306157,7850629,100762,2208.1252591609955,46873.020029406805
134,100.38410174921263,8.450238606564747,0.03968857618413783,1.4155933318599578,0.9320108440413634,0.9524882611140185,0.033883004333172845,0.9589994207390466,187255,299024,7858558,100983,2208.40371632576,44089.74802541021
135,99.8357971578937,8.392656637317122,0.039876510920949175,1.417656512022535,0.9351353657054797,0.9517751716913142,0.03405391452515648,0.9588073524765286,188280,304607,7851339,101410,2199.1505720615387,41309.098727173274
136,100.88338155108228,8.50971018074221,0.03980458259751117,1.405830803331298,0.9318799104579205,0.9520580425363466,0.03415241709797785,0.9587061463724723,188984,302079,7853010,101546,2148.2018699645996,38526.954573697905
